DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
28-05-2018,1299,1335.1,1290,1319.5,50822,1951
25-05-2018,1295,1309.5,1281.4,1289.65,40483,1422
24-05-2018,1280,1302.95,1264.3,1290.2,30675,1194
23-05-2018,1287.9,1289.4,1271.2,1278.2,27335,929
22-05-2018,1301.85,1301.85,1278.25,1286.1,373891,1104
21-05-2018,1307,1314,1291.25,1300,23098,864
18-05-2018,1309,1316,1286.5,1306.95,39492,1484
17-05-2018,1323,1328,1305,1309.7,25348,991
16-05-2018,1303,1328.9,1285.55,1320.8,354559,1936
15-05-2018,1296,1322.55,1234,1310.05,232858,1808
14-05-2018,1280,1306.7,1270,1298.45,120706,1937
11-05-2018,1235,1294.4,1227.2,1289.6,306088,13114
10-05-2018,1234,1238.7,1201.55,1214.7,110452,2966
09-05-2018,1200,1229.05,1198,1224.1,165712,2594
08-05-2018,1216,1223.8,1204.05,1205.6,36632,1071
07-05-2018,1194.25,1216.9,1180.55,1212.9,29727,1149
04-05-2018,1206,1206,1180.55,1194.25,33809,1256
03-05-2018,1221.75,1230,1200,1206.5,40472,1257
02-05-2018,1200,1226.65,1197.5,1221.75,306683,3656
30-04-2018,1185,1206.15,1182.75,1200.15,32507,1177
27-04-2018,1163,1198.85,1163,1184.45,62621,1880
26-04-2018,1163.8,1176,1152.8,1159.85,31212,1172
25-04-2018,1160.05,1172.55,1156.8,1165.25,16257,599
24-04-2018,1176,1181.95,1163.5,1173.1,17987,720
23-04-2018,1150.05,1180.9,1150,1178.6,27081,1065
20-04-2018,1167,1167,1144.25,1159.1,30652,1086
19-04-2018,1180,1185.75,1164.75,1166.8,22411,855
18-04-2018,1176,1188,1167.05,1171.25,22273,1244
17-04-2018,1183.9,1186.65,1169.15,1175.15,25917,823
16-04-2018,1160,1186.95,1155,1177.9,36608,1397
13-04-2018,1169.9,1175,1151.5,1162.8,24806,998
12-04-2018,1165,1167.65,1146.05,1164.15,41697,1013
11-04-2018,1156,1159.5,1142,1155.5,16960,679
10-04-2018,1158.5,1166.5,1152,1155.3,21306,903
09-04-2018,1150,1175,1140.85,1158.05,61230,1851
06-04-2018,1145.2,1151.6,1135.3,1143.8,15290,639
05-04-2018,1153.05,1156.45,1136.25,1145.2,38352,1660
04-04-2018,1159.95,1160,1127.4,1137.6,45389,1546
03-04-2018,1150,1157.6,1138.6,1152.9,30821,903
02-04-2018,1125,1152,1112.6,1149.15,33013,1070
28-03-2018,1121.05,1129.7,1115.5,1120.7,40374,1147
27-03-2018,1118,1139,1116,1131.75,50601,1351
26-03-2018,1110,1122.75,1100,1118.8,97513,1511
23-03-2018,1082,1119,1082,1107.65,56367,1487
22-03-2018,1102.1,1110,1101.7,1107.35,80420,1081
21-03-2018,1100,1116.15,1100,1103.85,73643,1131
20-03-2018,1103,1116.8,1094.95,1106.55,21514,603
19-03-2018,1125.5,1130,1100.5,1102.5,49262,1254
16-03-2018,1160,1160,1121.5,1125.45,90623,2401
15-03-2018,1135,1163.65,1133.9,1160.95,43770,1730
14-03-2018,1140,1144.55,1131.35,1136.6,408337,1037
13-03-2018,1130.95,1141.9,1107,1137.8,67745,1099
12-03-2018,1134.15,1134.15,1120.35,1130.95,49867,960
09-03-2018,1129.5,1138,1121.1,1127.75,94744,1722
08-03-2018,1113.35,1129.5,1108.35,1125.6,152864,1427
07-03-2018,1102.55,1110,1095.9,1107.95,124276,1615
06-03-2018,1108.85,1108.85,1088,1102.75,88283,1257
05-03-2018,1118.55,1118.55,1100.55,1104.3,29928,743
01-03-2018,1120.25,1124.1,1108.45,1119.6,103641,1248
28-02-2018,1110.4,1122.95,1100.05,1118.85,50349,958
27-02-2018,1103.05,1112.95,1100.55,1110.2,35425,872
26-02-2018,1102.1,1115,1096.1,1106.25,77743,1343
23-02-2018,1119.9,1119.9,1100.95,1101.9,610022,2371
22-02-2018,1125.65,1125.65,1102.55,1116.35,77998,2224
21-02-2018,1129,1130.4,1115.05,1125.55,23849,1137
20-02-2018,1122,1134.55,1113.65,1126.7,81513,1060
19-02-2018,1145,1145,1107,1122.45,80809,1789
16-02-2018,1136.7,1146.15,1132,1143.7,66356,1548
15-02-2018,1155,1155,1124,1136.7,40785,1066
12-02-2018,1134.8,1149.5,1112.35,1145.45,177769,1696
09-02-2018,1110,1141.85,1105,1131.55,59800,1151
08-02-2018,1125.3,1129.4,1110.45,1124,85477,1696
07-02-2018,1115,1130,1108.2,1121,38942,790
06-02-2018,1113.55,1116.2,1090.55,1110.85,52356,1836
05-02-2018,1125,1135.85,1114,1134.35,70174,1457
02-02-2018,1146,1146.8,1123,1138.3,95524,1787
01-02-2018,1149.5,1155.1,1133.3,1152.45,240881,1553
31-01-2018,1130,1139.7,1125.15,1131.05,181667,1490
30-01-2018,1150,1150,1124,1128.9,664489,2334
29-01-2018,1151,1165,1145.05,1154.5,383037,2862
25-01-2018,1152,1160,1143.55,1149.75,295968,1288
24-01-2018,1170,1170,1144.5,1150.95,686397,2372
23-01-2018,1177,1178,1157.45,1167.7,135127,3929
22-01-2018,1195,1195,1165,1176.7,67306,1936
19-01-2018,1192,1197,1178.3,1193.4,49403,1193
18-01-2018,1195,1204,1181.4,1189.75,24520,732
17-01-2018,1189.55,1198.95,1150.75,1194.15,23524,961
16-01-2018,1201.25,1201.25,1184.75,1190.35,45135,832
15-01-2018,1192,1206.3,1188,1201.7,52609,1402
12-01-2018,1195,1195,1177.4,1189.65,30535,831
11-01-2018,1178,1190,1171.25,1188.85,31143,813
10-01-2018,1191.9,1191.9,1171.5,1177.4,246003,2360
09-01-2018,1180,1195.95,1174.3,1191.9,55541,977
08-01-2018,1184,1192,1173.75,1183.1,27707,768
05-01-2018,1172,1191,1168.55,1183.75,58612,1550
04-01-2018,1149.5,1178.7,1148.2,1172.05,75615,1630
03-01-2018,1150,1150,1136,1141.1,636697,4974
02-01-2018,1145,1149.4,1134.95,1142.85,22009,667
01-01-2018,1160,1165.55,1140,1146.5,21776,873
